_msg_id,_ts,23B,71A,_sender_bic,_receiver_bic,32A_ccy,32A_amount,50K_acct,50K_name,59_acct,59_name,70,_format
REF00000015307,2026-07-12T17:17:31.754,CRED,BEN,UOVBSGSG,HSBCGB2L,SGD,262.76,**************0621,DQIPLO KDE,**************3443,NIYSJFF JJG,INVOICE 26635,mt103
REF00000257311,2026-07-07T21:49:43.732,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,906.69,**************7738,JQNOTR YVH,**************7817,WDAQPHC VRO,INVOICE 73228,mt103
REF00000575408,2026-07-07T06:08:28.556,CRED,BEN,OCBCSGSG,CITIUS33,SGD,9365.18,**************5131,THEGTO TON,**************4354,WJRBGQO RTN,INVOICE 58698,mt103
REF00000441581,2026-07-01T20:12:18.257,CRED,SHA,UOVBSGSG,MAYBMYKL,USD,164.22,**************8653,WYFEDL HKE,**************0614,NUXJQAJ UKU,INVOICE 61223,mt103
REF00000115721,2026-07-10T14:27:11.873,CRED,SHA,UOVBSGSG,HSBCGB2L,SGD,903.39,**************0067,DRIEHW VMS,**************6349,LVZPUJG TRM,INVOICE 09390,mt103
REF00000225247,2026-07-07T12:25:11.107,CRED,OUR,UOVBSGSG,CITIUS33,USD,1812.47,**************1414,AHDHUA PSY,**************5365,FRXOSJV YJZ,INVOICE 89533,mt103
REF00000764741,2026-07-09T14:18:12.987,CRED,OUR,DBSSSGSG,MAYBMYKL,USD,488.63,**************7440,RKXGGX GZI,**************5172,HSRLURG NOA,INVOICE 19483,mt103
REF00000216690,2026-07-02T22:38:52.599,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,554.61,**************1981,LTDWVQ MSE,**************2133,OCFQOPV WBB,INVOICE 54416,mt103
REF00000244781,2026-07-05T15:33:58.705,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,2899.22,**************4593,XRIFMO IYI,**************0349,SSTHIKS YAC,INVOICE 77287,mt103
REF00000601731,2026-07-01T02:40:05.373,CRED,OUR,UOVBSGSG,HSBCGB2L,USD,698.99,**************7252,MZCWOE CVI,**************1812,KSHFPPV VER,INVOICE 45946,mt103
REF00000175305,2026-07-06T11:40:23.041,CRED,SHA,DBSSSGSG,MAYBMYKL,SGD,2225.4,**************3149,SGQXIC RWT,**************1902,FMMAJTT JWK,INVOICE 08237,mt103
REF00000084658,2026-07-07T03:28:37.584,CRED,SHA,UOVBSGSG,CITIUS33,EUR,881.86,**************8462,NUINYJ TUC,**************8790,IPWYFRO EQZ,INVOICE 65832,mt103
REF00000296782,2026-07-08T11:32:12.704,CRED,OUR,UOVBSGSG,MAYBMYKL,SGD,261.11,**************7146,NCYVJU NQD,**************8278,JKKJWKE GYJ,INVOICE 07971,mt103
REF00000440587,2026-07-08T09:26:44.724,CRED,OUR,DBSSSGSG,MAYBMYKL,USD,614.32,**************6304,SYWLIP UWI,**************7447,PFMUPFJ SLU,INVOICE 37465,mt103
REF00000087391,2026-07-07T14:20:29.775,CRED,OUR,UOVBSGSG,CITIUS33,USD,918.58,**************3967,GVMIRU JNK,**************0140,SBIQVYS MJS,INVOICE 85706,mt103
REF00000744136,2026-07-11T23:30:26.002,CRED,OUR,DBSSSGSG,HSBCGB2L,SGD,242.72,**************2848,RQKUSQ RGU,**************2649,KNUHRWU UNO,INVOICE 27811,mt103
REF00000315646,2026-07-11T00:52:14.217,CRED,OUR,OCBCSGSG,CITIUS33,SGD,350.61,**************6084,SGJBLR EPY,**************0161,VZITJHJ FET,INVOICE 99472,mt103
REF00000109698,2026-07-02T11:34:57.149,CRED,SHA,DBSSSGSG,HSBCGB2L,USD,2667.2,**************4323,FAHBEV WYG,**************9757,GLQWYMS PBA,INVOICE 03172,mt103
REF00000710475,2026-07-13T06:07:20.573,CRED,OUR,UOVBSGSG,HSBCGB2L,SGD,208.55,**************8690,GOWRBA YPM,**************7886,CUJPLIH UGO,INVOICE 32635,mt103
REF00000620772,2026-07-13T17:22:32.278,CRED,OUR,DBSSSGSG,HSBCGB2L,USD,364.42,**************7988,XCCMGB JZB,**************7756,QWALCBA OQQ,INVOICE 46271,mt103
REF00000470653,2026-07-10T00:54:18.445,CRED,OUR,UOVBSGSG,CITIUS33,SGD,945.59,**************8321,IJVZUC CXT,**************0981,BHHRBTE DNY,INVOICE 02841,mt103
REF00000023549,2026-07-06T12:43:52.659,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,540.82,**************4988,NCYVJU NQD,**************5988,HSRLURG NOA,INVOICE 26028,mt103
REF00000345434,2026-07-10T23:08:34.653,CRED,SHA,OCBCSGSG,HSBCGB2L,SGD,298.23,**************4606,YAWRZT XPC,**************2824,DMTLLNJ MNV,INVOICE 93224,mt103
