_msg_id,_ts,_msg_type,FIToFICstmrCdtTrf.CdtTrfTxInf.IntrBkSttlmAmt@Ccy,FIToFICstmrCdtTrf.GrpHdr.MsgId,FIToFICstmrCdtTrf.GrpHdr.CreDtTm,FIToFICstmrCdtTrf.GrpHdr.NbOfTxs,FIToFICstmrCdtTrf.GrpHdr.SttlmInf.SttlmMtd,FIToFICstmrCdtTrf.CdtTrfTxInf.PmtId.EndToEndId,FIToFICstmrCdtTrf.CdtTrfTxInf.PmtId.UETR,FIToFICstmrCdtTrf.CdtTrfTxInf.IntrBkSttlmAmt,FIToFICstmrCdtTrf.CdtTrfTxInf.ChrgBr,FIToFICstmrCdtTrf.CdtTrfTxInf.Dbtr.Nm,FIToFICstmrCdtTrf.CdtTrfTxInf.DbtrAcct.Id.Othr.Id,FIToFICstmrCdtTrf.CdtTrfTxInf.DbtrAgt.FinInstnId.BICFI,FIToFICstmrCdtTrf.CdtTrfTxInf.Cdtr.Nm,FIToFICstmrCdtTrf.CdtTrfTxInf.CdtrAcct.Id.Othr.Id,FIToFICstmrCdtTrf.CdtTrfTxInf.CdtrAgt.FinInstnId.BICFI,FIToFICstmrCdtTrf.CdtTrfTxInf.RmtInf.Ustrd,_format
MSG00000157835,2026-07-02T09:13:24.242,pacs.008.001.08,SGD,MSG00000461657,2026-07-14T00:11:37,1,CLRG,REF00000240266,58f58d29-df14-50ae-af5f-07dd6f627b35,4431.92,SLEV,IPBMA NA,**************4789,UOVBSGSG,ZECDV EJJHYBWC,**************4359,MAYBMYKL,INVOICE 59687,mx
MSG00000044243,2026-07-07T05:30:26.320,pacs.008.001.08,USD,MSG00000006704,2026-07-04T14:27:00,1,CLRG,REF00000039969,2e733d02-dab5-903b-198b-e88091a03bd6,1436.74,SHAR,SJMSV XC,**************8667,OCBCSGSG,MPAJG ABQQVPNG,**************7215,CITIUS33,INVOICE 97479,mx
MSG00000177685,2026-07-08T11:04:33.151,pacs.008.001.08,USD,MSG00000181013,2026-07-10T10:03:33,1,CLRG,REF00000318032,fcd9badb-30f1-3f86-59a5-5ece314bfaba,1038.57,SLEV,KJRQJ LH,**************3504,UOVBSGSG,JHFDB LRCYWTZW,**************8480,CITIUS33,INVOICE 40769,mx
MSG00000260459,2026-07-01T07:09:12.015,pacs.008.001.08,MYR,MSG00000522715,2026-07-02T10:36:40,1,CLRG,REF00000523669,ea9779b5-eafa-d056-c610-fb8586034ab4,1599.67,SLEV,KEDAP FO,**************5460,OCBCSGSG,HASSG ZCWXAUPL,**************7857,HSBCGB2L,INVOICE 53722,mx
MSG00000114523,2026-07-06T03:21:44.445,pacs.008.001.08,SGD,MSG00000259641,2026-07-07T19:06:28,1,CLRG,REF00000459597,32a26156-b443-3f39-5719-d2b85cc08a52,118.19,SHAR,OPGNF SG,**************9675,OCBCSGSG,WCBNL IZODJDLN,**************6091,CITIUS33,INVOICE 95763,mx
MSG00000065782,2026-07-02T05:10:51.971,pacs.008.001.08,MYR,MSG00000091318,2026-07-13T01:09:05,1,CLRG,REF00000354702,3528e8b2-f522-c8b8-8971-a3a873789d82,1417.55,SLEV,NLYAW YO,**************0886,DBSSSGSG,UZBHG IEFPMOHC,**************8484,HSBCGB2L,INVOICE 32780,mx
MSG00000494826,2026-07-04T22:37:29.308,pacs.008.001.08,SGD,MSG00000688916,2026-07-02T06:38:24,1,CLRG,REF00000064197,2a6f368b-2e29-09e2-7f11-72008a6dea4e,335.84,SLEV,CVPRS XB,**************1120,DBSSSGSG,ATLMT ZFFKECQU,**************2911,HSBCGB2L,INVOICE 72808,mx
MSG00000639302,2026-07-13T21:09:25.426,pacs.008.001.08,USD,MSG00000545185,2026-07-06T11:24:40,1,CLRG,REF00000708975,0bea03c6-9f93-ddd0-78a9-a7d1735c8b83,251.98,SLEV,TEWHV NB,**************9842,DBSSSGSG,DZOJU XKQAKSCF,**************4086,HSBCGB2L,INVOICE 92060,mx
MSG00000087237,2026-07-04T00:42:25.490,pacs.008.001.08,SGD,MSG00000165718,2026-07-02T18:51:51,1,CLRG,REF00000454554,599f0515-97f5-9ae2-baf5-bc00f3869791,1363.71,SLEV,DNKKQ TN,**************9392,UOVBSGSG,BKBFU UXVPZJST,**************4120,MAYBMYKL,INVOICE 11952,mx
MSG00000272242,2026-07-06T11:45:46.054,pacs.008.001.08,EUR,MSG00000440971,2026-07-07T02:59:00,1,CLRG,REF00000413591,79c8a544-372a-1499-3e56-a5073dd041cd,6252.25,SLEV,PAWYJ FH,**************4940,DBSSSGSG,TPSBJ HOOFIFNU,**************2745,HSBCGB2L,INVOICE 56687,mx
MSG00000330156,2026-07-04T08:25:18.297,pacs.008.001.08,SGD,MSG00000518659,2026-07-01T19:17:24,1,CLRG,REF00000013407,46c1aeb5-606e-c220-26bf-2a6b69660462,862.15,SHAR,LTMBG BQ,**************9618,OCBCSGSG,GCKKD JDPPGHDP,**************9198,HSBCGB2L,INVOICE 08255,mx
MSG00000216332,2026-07-13T06:35:04.585,pacs.008.001.08,SGD,MSG00000098303,2026-07-10T19:54:15,1,CLRG,REF00000408884,a9a4627e-2a8e-c38f-a29f-2a335b1649dd,1669.02,SLEV,CDNTR XP,**************1705,OCBCSGSG,EXPGA GDGZCTMQ,**************3103,CITIUS33,INVOICE 41168,mx
MSG00000207097,2026-07-10T16:46:29.615,pacs.008.001.08,MYR,MSG00000541163,2026-07-03T04:52:19,1,CLRG,REF00000445175,708d34dc-7ffe-b5fd-7315-539d81a60e4e,1945.35,SLEV,VVEXX IE,**************3769,OCBCSGSG,ACHMZ LGMAXGRH,**************1515,MAYBMYKL,INVOICE 64898,mx
MSG00000395988,2026-07-10T17:51:58.573,pacs.008.001.08,SGD,MSG00000442314,2026-07-06T10:39:21,1,CLRG,REF00000285329,fb499224-c3b3-e5cf-d473-2970e460c41f,470.7,SLEV,GRWOC YV,**************7225,DBSSSGSG,DHYFI JLSLFDHH,**************4968,HSBCGB2L,INVOICE 12519,mx
MSG00000052078,2026-07-06T17:14:25.032,pacs.008.001.08,USD,MSG00000107654,2026-07-09T05:16:23,1,CLRG,REF00000164609,90ec8ae4-4456-14f8-7af9-542eb6264532,409.47,SLEV,OBRJH XV,**************6757,OCBCSGSG,CYTQA KULZXCHS,**************8751,MAYBMYKL,INVOICE 17968,mx
MSG00000505199,2026-07-12T17:22:28.616,pacs.008.001.08,SGD,MSG00000046290,2026-07-08T02:05:45,1,CLRG,REF00000737933,3e6b8afb-130c-21ff-7858-42c6b79ebeb8,1264.95,SLEV,IPBMA NA,**************3723,UOVBSGSG,PFOHY HAMHKGAZ,**************5790,HSBCGB2L,INVOICE 96771,mx
MSG00000193844,2026-07-08T00:03:38.402,pacs.008.001.08,SGD,MSG00000240008,2026-07-11T06:06:00,1,CLRG,REF00000043048,91084591-7fa2-d6e4-c1c3-e14b33695500,1987.68,SLEV,BJXLH DM,**************2133,OCBCSGSG,OYKTU HVCAYVBW,**************7838,HSBCGB2L,INVOICE 86656,mx
MSG00000260313,2026-07-04T20:18:41.683,pacs.008.001.08,SGD,MSG00000042438,2026-07-04T14:00:19,1,CLRG,REF00000263272,f949370d-e391-e22a-4718-6699f756773e,1041.86,SLEV,EAANV PK,**************9906,OCBCSGSG,ASGVY BTUOSXVV,**************1687,CITIUS33,INVOICE 95134,mx
MSG00000272057,2026-07-11T23:25:11.096,pacs.008.001.08,USD,MSG00000439214,2026-07-13T01:05:02,1,CLRG,REF00000504774,4751ccd8-ee50-c0fb-8818-4555c6ce5763,478.3,SLEV,ALZGA ST,**************4731,UOVBSGSG,SJTNT YECBFXBN,**************1423,HSBCGB2L,INVOICE 22513,mx
MSG00000465792,2026-07-03T08:56:01.769,pacs.008.001.08,MYR,MSG00000606545,2026-07-12T19:44:48,1,CLRG,REF00000584731,47397e62-a471-d9f8-624e-9d5472e4c43e,1770.62,SLEV,PAPBC US,**************4148,DBSSSGSG,CUIIN SWHTKSBY,**************0853,CITIUS33,INVOICE 86461,mx
MSG00000745197,2026-07-02T23:02:58.808,pacs.008.001.08,USD,MSG00000247595,2026-07-11T05:42:52,1,CLRG,REF00000583603,418ae168-7536-af44-5b7b-e4c3384470a0,9406.98,SHAR,MCCKJ XT,**************5562,DBSSSGSG,XLSLN FCUAGYGT,**************6634,HSBCGB2L,INVOICE 54266,mx
MSG00000479416,2026-07-07T21:32:01.628,pacs.008.001.08,EUR,MSG00000629381,2026-07-06T14:17:33,1,CLRG,REF00000457615,5293e84c-7c89-8d73-3877-0c30c0719479,184.88,SLEV,SYELU TC,**************3421,DBSSSGSG,QMJWG MGIHUMEL,**************2501,HSBCGB2L,INVOICE 41225,mx
MSG00000496572,2026-07-14T19:19:08.637,pacs.008.001.08,SGD,MSG00000641588,2026-07-03T04:29:52,1,CLRG,REF00000000243,d28f98ac-8bd3-c4f5-7ab9-f9eb2f3eabb7,483.5,SLEV,BXDZW JR,**************1367,OCBCSGSG,NWNTQ QGUSACFD,**************7727,MAYBMYKL,INVOICE 80553,mx
MSG00000408090,2026-07-07T16:21:09.125,pacs.008.001.08,SGD,MSG00000404295,2026-07-14T00:33:56,1,CLRG,REF00000119176,4b41bca2-5ca8-524f-3382-3a39188561a3,1260.94,SLEV,QJAWQ KC,**************3638,UOVBSGSG,QQOZV VCJZYAZQ,**************5871,CITIUS33,INVOICE 80948,mx
MSG00000034483,2026-07-09T11:57:04.803,pacs.008.001.08,MYR,MSG00000170204,2026-07-05T19:13:53,1,CLRG,REF00000526150,a20c82b5-affa-7e5f-ba62-47b5817bba57,1988.21,SLEV,WPSCX BM,**************8897,DBSSSGSG,RLOPK QMZMYBIN,**************9624,MAYBMYKL,INVOICE 92816,mx
MSG00000259869,2026-07-01T13:01:24.658,pacs.008.001.08,USD,MSG00000786123,2026-07-02T18:04:45,1,CLRG,REF00000377064,d1cfc41f-b847-3ac4-6d07-f7909db73805,322.59,SLEV,KQLNQ CY,**************6502,OCBCSGSG,YKDBC TOAQSJZL,**************3180,MAYBMYKL,INVOICE 73657,mx
MSG00000598604,2026-07-02T00:51:31.535,pacs.008.001.08,USD,MSG00000487777,2026-07-05T08:06:04,1,CLRG,REF00000066167,0e1abe0d-9e48-d649-5172-a64b52f28f5c,972.48,SLEV,YCCTO YT,**************0337,OCBCSGSG,LLBGR GOFLBVWP,**************6587,CITIUS33,INVOICE 22698,mx
MSG00000759537,2026-07-08T08:10:48.809,pacs.008.001.08,SGD,MSG00000441982,2026-07-05T05:15:13,1,CLRG,REF00000167143,2fa17fbb-52ec-1617-47f1-9489ec70ede1,170.08,SLEV,JXXEA YP,**************1717,OCBCSGSG,IRUUD WGAEANGU,**************0294,HSBCGB2L,INVOICE 31362,mx
MSG00000226100,2026-07-11T04:06:55.162,pacs.008.001.08,USD,MSG00000739946,2026-07-05T03:56:16,1,CLRG,REF00000540297,c75b4ec1-a2e9-f689-5cbe-747355344e62,1051.1,SLEV,VYUHW ZA,**************4858,OCBCSGSG,XBDEE YMAJAFRC,**************1288,CITIUS33,INVOICE 82515,mx
MSG00000050554,2026-07-05T16:43:14.806,pacs.008.001.08,SGD,MSG00000625614,2026-07-08T18:22:34,1,CLRG,REF00000515624,011eaede-44fe-0018-403b-a7d64dbe5688,1182.64,SLEV,QBUIH LI,**************6964,DBSSSGSG,YUDSC EETTHLAH,**************4308,MAYBMYKL,INVOICE 39068,mx
MSG00000356159,2026-07-08T22:38:55.465,pacs.008.001.08,USD,MSG00000638686,2026-07-09T13:45:13,1,CLRG,REF00000752090,646b4c6b-7a4c-ea3d-f025-1a744cf3de76,145.11,SLEV,DQEWQ TR,**************4425,OCBCSGSG,EJDQG HZWAXXMM,**************4913,HSBCGB2L,INVOICE 22776,mx
MSG00000341760,2026-07-07T18:13:50.865,pacs.008.001.08,USD,MSG00000459647,2026-07-11T06:44:43,1,CLRG,REF00000566394,c64e444c-2ebc-f179-e7b5-2a4ffc5fbf83,1483.01,SLEV,BBFFG MR,**************2366,DBSSSGSG,HVIXR MYLBKKJE,**************6833,HSBCGB2L,INVOICE 06835,mx
MSG00000245899,2026-07-03T20:13:13.145,pacs.008.001.08,SGD,MSG00000085655,2026-07-05T01:02:03,1,CLRG,REF00000139359,d457a4e6-8ba0-f546-7606-36a0ab9434e4,1414.94,SLEV,GTJGP VM,**************5616,DBSSSGSG,EKMYU HHFZTTWZ,**************4618,MAYBMYKL,INVOICE 80103,mx
MSG00000737572,2026-07-02T00:52:16.167,pacs.008.001.08,MYR,MSG00000137878,2026-07-14T01:04:12,1,CLRG,REF00000017958,f28b4e49-dd1d-48c3-6bfa-fd410bc51898,3709.59,SHAR,HGQWR JJ,**************9162,DBSSSGSG,RFFQP ZOMSIFYJ,**************1373,CITIUS33,INVOICE 05202,mx
MSG00000195861,2026-07-12T04:39:09.046,pacs.008.001.08,SGD,MSG00000509530,2026-07-06T02:13:54,1,CLRG,REF00000062734,392160b5-a644-4ddc-6857-326e117c810e,958.63,SLEV,JVLBP WS,**************4956,UOVBSGSG,OCHUH BLAFQJIT,**************2381,CITIUS33,INVOICE 18209,mx
MSG00000700855,2026-07-08T03:48:25.335,pacs.008.001.08,USD,MSG00000092574,2026-07-13T01:09:05,1,CLRG,REF00000151495,757db11c-d069-07e3-876b-cc0b854babd4,918.5,SHAR,OPGNF SG,**************5125,DBSSSGSG,PDFVH YSLZEPSU,**************3872,CITIUS33,INVOICE 85365,mx
MSG00000786636,2026-07-08T06:10:00.111,pacs.008.001.08,USD,MSG00000713357,2026-07-08T01:53:46,1,CLRG,REF00000703035,b6ed399e-15fa-9005-5f87-097d5498aad2,426.89,SHAR,JCYNM SM,**************9322,UOVBSGSG,VAOAK LNQMOXGO,**************9577,HSBCGB2L,INVOICE 79166,mx
MSG00000756223,2026-07-03T16:46:20.866,pacs.008.001.08,SGD,MSG00000252155,2026-07-05T03:56:16,1,CLRG,REF00000791301,eb89e86e-2ee5-b24b-bc4a-257b2f4a2ffd,851.27,SLEV,CDNTR XP,**************6846,OCBCSGSG,TIRDG RJNGAYUS,**************3459,HSBCGB2L,INVOICE 57870,mx
MSG00000761047,2026-07-08T16:41:05.580,pacs.008.001.08,SGD,MSG00000334875,2026-07-08T12:10:23,1,CLRG,REF00000612989,64227321-71d2-b0ea-2b40-73fa573cd90b,3065.28,SLEV,UORRB EA,**************7151,DBSSSGSG,SWQFW DEAYCKKS,**************5378,MAYBMYKL,INVOICE 28799,mx
MSG00000038554,2026-07-11T11:42:35.523,pacs.008.001.08,USD,MSG00000402448,2026-07-10T11:26:33,1,CLRG,REF00000639824,076af78f-46fa-5be4-72f0-39d41ff42e54,1382.27,SLEV,YURHC LC,**************9077,DBSSSGSG,BKBFU UXVPZJST,**************4494,HSBCGB2L,INVOICE 45381,mx
MSG00000694045,2026-07-12T18:43:01.883,pacs.008.001.08,USD,MSG00000652027,2026-07-04T10:42:51,1,CLRG,REF00000229945,62a5f16d-9200-a7dc-e495-d2e8c37607b7,926.82,SLEV,WKTCO RN,**************6853,OCBCSGSG,FVAOB OMIVFYAI,**************8756,HSBCGB2L,INVOICE 82352,mx
MSG00000179859,2026-07-08T19:58:33.445,pacs.008.001.08,USD,MSG00000676072,2026-07-09T18:39:07,1,CLRG,REF00000732447,026e379f-5ad4-217a-dfa0-a0dcf3a5c50b,1122.87,SLEV,PAPBC US,**************5550,OCBCSGSG,BKBFU UXVPZJST,**************7798,HSBCGB2L,INVOICE 88541,mx
MSG00000479007,2026-07-05T22:20:44.330,pacs.008.001.08,SGD,MSG00000269305,2026-07-06T19:04:49,1,CLRG,REF00000614444,21dcf027-90c8-7fab-4e91-0849bd5ffb95,713.55,SLEV,ZUVZL JM,**************3031,OCBCSGSG,HOVBV VGHXSMZX,**************7268,HSBCGB2L,INVOICE 82225,mx
MSG00000142521,2026-07-08T20:05:11.146,pacs.008.001.08,SGD,MSG00000471239,2026-07-09T18:39:07,1,CLRG,REF00000010471,3bba6de3-5d68-a53b-8a01-0bc2062b8f22,174.86,SLEV,OPGNF SG,**************3153,UOVBSGSG,SLHHX CNUWLXHZ,**************8756,CITIUS33,INVOICE 45496,mx
MSG00000595686,2026-07-04T00:14:48.522,pacs.008.001.08,MYR,MSG00000707951,2026-07-02T19:08:13,1,CLRG,REF00000402410,1262c1ff-ac51-d4f3-ace9-54c5f099dc93,710.98,SHAR,RVLLM ON,**************3835,DBSSSGSG,MYISA SHRUKRJP,**************2534,CITIUS33,INVOICE 14645,mx
MSG00000594567,2026-07-13T22:25:54.608,pacs.008.001.08,SGD,MSG00000145149,2026-07-07T14:19:47,1,CLRG,REF00000561869,ae78c9e0-b92a-b50d-b5ea-3d247975060e,295.73,SLEV,LYOSJ QK,**************0932,UOVBSGSG,SWQFW DEAYCKKS,**************1489,HSBCGB2L,INVOICE 50092,mx
MSG00000067160,2026-07-06T14:29:37.123,pacs.008.001.08,SGD,MSG00000589069,2026-07-09T03:25:11,1,CLRG,REF00000671019,cc5527df-8252-32c6-30c5-4cdf4c760770,876.16,SLEV,YCCTO YT,**************8531,OCBCSGSG,QVMBL XHICLIQX,**************1764,MAYBMYKL,INVOICE 18417,mx
